divname,divrating,plusminus,season,teamid,teamname,type,year,observed_ratings
4/3 Div 3,1000.0,-1.29166666667,Summer,38535,Stack to the Future,Club,2015,922.5
4/3 Div 3,1000.0,-3.2,Summer,38858,Too Drunk to Fail,Club,2015,808.0
4/3 Div 3,1000.0,0.545454545455,Summer,38868,Top Shelf,Club,2015,1032.72727273
4/3 Div 3,1000.0,2.23076923077,Summer,38893,Underwater Monkey Cowboys,Club,2015,1133.84615385
5/2 Div 1,1700.0,-2.0,Summer,38859,Baba Yaga,Club,2015,1580.0
5/2 Div 1,1700.0,5.66666666667,Summer,38863,Fresh2Death,Club,2015,2040.0
5/2 Div 1,1700.0,7.14285714286,Summer,38824,SnakeCountry Bromance,Club,2015,2128.57142857
5/2 Div 1,1700.0,5.06666666667,Summer,38536,Stonecutters,Club,2015,2004.0
5/2 Div 1,1700.0,-0.181818181818,Summer,38825,Teenage Cavemen,Club,2015,1689.09090909
5/2 Div 2,1300.0,2.375,Summer,38897,Apocalypse Meow,Club,2015,1442.5
5/2 Div 2,1300.0,2.11111111111,Summer,38803,Bacon,Club,2015,1426.66666667
5/2 Div 2,1300.0,-5.0,Summer,38885,Booosh!,Club,2015,1000.0
5/2 Div 2,1300.0,-1.88888888889,Summer,39354,Brian's Lobster Rolls,Club,2015,1186.66666667
5/2 Div 2,1300.0,0.571428571429,Summer,38860,Get Flat Ultimate,Club,2015,1334.28571429
5/2 Div 2,1300.0,-1.85714285714,Summer,38890,Hippos,Club,2015,1188.57142857
5/2 Div 2,1300.0,-1.11111111111,Summer,38883,Hucky McThrowandcatch,Club,2015,1233.33333333
5/2 Div 2,1300.0,1.08333333333,Summer,38889,JuJu Hex,Club,2015,1365.0
5/2 Div 2,1300.0,-5.11111111111,Summer,38884,Newton North,Club,2015,993.333333333
5/2 Div 2,1300.0,-0.333333333333,Summer,38802,Rubs the Duckie,Club,2015,1280.0
5/2 Div 2,1300.0,2.0,Summer,38879,Seal Team Seven,Club,2015,1420.0
5/2 Div 2,1300.0,3.92857142857,Summer,38866,SHRedline,Club,2015,1535.71428571
5/2 Div 2,1300.0,-0.583333333333,Summer,38534,The HAOS The Lous Built,Club,2015,1265.0
5/2 Div 2,1300.0,5.15384615385,Summer,38541,WHUF,Club,2015,1609.23076923
5/2 Div 2,1300.0,-3.625,Summer,38898,Winchester Snuffleupagus Rex,Club,2015,1082.5
5/2 Div 3,900.0,1.0,Summer,38745,Alpha No Beta,Club,2015,960.0
5/2 Div 3,900.0,2.75,Summer,38891,Demons,Club,2015,1065.0
5/2 Div 3,900.0,1.80952380952,Summer,38556,Flying Salsa,Club,2015,1008.57142857
5/2 Div 3,900.0,2.0,Summer,38804,Granite State Grass Stains,Club,2015,1020.0
5/2 Div 3,900.0,-4.125,Summer,38857,Jiggy,Club,2015,652.5
5/2 Div 3,900.0,1.23076923077,Summer,38748,Killer Bees,Club,2015,973.846153846
5/2 Div 3,900.0,-2.75,Summer,38746,M.O.B.,Club,2015,735.0
5/2 Div 3,900.0,1.28571428571,Summer,38896,Natick Ultimate,Club,2015,977.142857143
5/2 Div 3,900.0,2.54545454545,Summer,38592,Rabbit Disk,Club,2015,1052.72727273
5/2 Div 3,900.0,-2.8125,Summer,38593,SIR!,Club,2015,731.25
5/2 Div 3,900.0,-0.111111111111,Summer,38864,Spam,Club,2015,893.333333333
5/2 Div 3,900.0,-7.23076923077,Summer,38861,Spawning Alewives,Club,2015,466.153846154
5/2 Div 3,900.0,-2.66666666667,Summer,38878,The Coasters,Club,2015,740.0
5/2 Div 3,900.0,-7.0,Summer,38826,THEM!,Club,2015,480.0
5/2 Div 3,900.0,-0.863636363636,Summer,38867,Tofu Wolf,Club,2015,848.181818182
Open Div 1,1400.0,1.25,Summer,38540,215 Needham Street,Club,2015,1475.0
Open Div 1,1400.0,3.14285714286,Summer,38510,Crossroads,Club,2015,1588.57142857
Open Div 1,1400.0,-2.77777777778,Summer,38648,Desert Horizon,Club,2015,1233.33333333
Open Div 1,1400.0,-0.153846153846,Summer,38882,Fat Bass ,Club,2015,1390.76923077
Open Div 1,1400.0,-3.88888888889,Summer,38881,Hammered,Club,2015,1166.66666667
Open Div 1,1400.0,2.375,Summer,38888,Iron Squids,Club,2015,1542.5
Open Div 1,1400.0,-4.5,Summer,39601,Masco,Club,2015,1130.0
Open Div 1,1400.0,-1.25,Summer,38542,Savage Strike,Club,2015,1325.0
Open Div 1,1400.0,1.9,Summer,38762,Stall 9,Club,2015,1514.0
Open Div 1,1400.0,-1.28571428571,Summer,38892,WITty Team Name,Club,2015,1322.85714286
Open Div 2,1200.0,-3.0,Summer,38895,DISC-tinguished Gentlemen,Club,2015,1020.0
Danvers Weekend,0.0,3.5,Winter,38395,Hammer and Scoober Throw to White Castle (1),Hat,2015,210.0
Danvers Weekend,0.0,1.0,Winter,38396,Red Meat (2),Hat,2015,60.0
Danvers Weekend,0.0,-0.166666666667,Winter,38397,Flicky D's (3),Hat,2015,-10.0
Danvers Weekend,0.0,1.5,Winter,38398,Black Jack Taco (4),Hat,2015,90.0
Danvers Weekend,0.0,-4.0,Winter,38399,Spin N Rout (5),Hat,2015,-240.0
Danvers Weekend,0.0,-7.2,Winter,38400,Extra Mustard (6),Hat,2015,-432.0
Danvers Weekend,0.0,-4.4,Winter,38401,Purple People Eaters (7),Hat,2015,-264.0
Danvers Weekend,0.0,7.33333333333,Winter,38402,Filet 'O Flick (8),Hat,2015,440.0
Danvers Weeknight,0.0,-4.14285714286,Winter,38403,You Want Some Skies With That (9),Hat,2015,-248.571428572
Danvers Weeknight,0.0,1.6,Winter,38404,Kenhucky Skied Flicken (10),Hat,2015,96.0
Danvers Weeknight,0.0,6.57142857143,Winter,38405,Animal Style (11),Hat,2015,394.285714286
Danvers Weeknight,0.0,-2.5,Winter,38406,Chipotlayout (12),Hat,2015,-150.0
Danvers Weeknight,0.0,7.14285714286,Winter,38407,Jalapeno Poppers (13),Hat,2015,428.571428572
Danvers Weeknight,0.0,-7.66666666667,Winter,38408,Superskies Me (14),Hat,2015,-460.0
Danvers Weeknight,0.0,-5.83333333333,Winter,38409,Grimace (15),Hat,2015,-350.0
Danvers Weeknight,0.0,3.5,Winter,38410,Good Burger (16),Hat,2015,210.0
Northborough Open,0.0,-5.5,Winter,38411,In N Out Cuts (17),Hat,2015,-330.0
Northborough Open,0.0,16.4285714286,Winter,38412,Five Guys Burgers and Skies (18),Hat,2015,985.714285716
Northborough Open,0.0,-13.3333333333,Winter,38413,Dunkin' Throw Hucks (19),Hat,2015,-799.999999998
Northborough Open,0.0,-5.42857142857,Winter,38414,Burnt Big Max (20),Hat,2015,-325.714285714
Northborough Open,0.0,1.85714285714,Winter,38415,Flicken McHuckits (21),Hat,2015,111.428571428
Northborough Open,0.0,4.6,Winter,38416,Pizza Huck (22),Hat,2015,276.0
Danvers Weekend,0.0,0.4,Holiday,38048,Everlasting Gobstallers (7),Hat,2014,24.0
Danvers Weekend,0.0,4.18181818182,Holiday,38049,Red Hots (8),Hat,2014,250.909090909
Danvers Weekend,0.0,-3.375,Holiday,38051,Snozzberries (10),Hat,2014,-202.5
Danvers Weeknight,0.0,-2.0,Holiday,38052,Dum Dums (11),Hat,2014,-120.0
Danvers Weeknight,0.0,-0.3,Holiday,38053,Hot Balls (12),Hat,2014,-18.0
Danvers Weeknight,0.0,-3.0,Holiday,38054,Lick the Rainbow (13),Hat,2014,-180.0
Danvers Weeknight,0.0,4.0,Holiday,38055,Chocolate Starfish (14),Hat,2014,240.0
Danvers Weeknight,0.0,2.22222222222,Holiday,38056,Rhys's Pieces (15),Hat,2014,133.333333333
Danvers Weeknight,0.0,-0.125,Holiday,38057,LemonHeads (16),Hat,2014,-7.5
Northborough Open,0.0,3.4,Holiday,38042,Refined Sugar (1),Hat,2014,204.0
Northborough Open,0.0,11.9,Holiday,38043,Fruit By the FootBlock (2),Hat,2014,714.0
Northborough Open,0.0,-0.777777777778,Holiday,38044,Skor (3),Hat,2014,-46.6666666667
Northborough Open,0.0,-10.2,Holiday,38045,Beer is my candy (4),Hat,2014,-612.0
Northborough Open,0.0,-0.222222222222,Holiday,38046,Soylent Green (5),Hat,2014,-13.3333333333
Northborough Open,0.0,-4.2,Holiday,38047,Microwavable Peeps (6),Hat,2014,-252.0
4/3 Div 1,1700.0,3.0,Fall,37730,Bear Cavalry,Club,2014,1880.0
4/3 Div 1,1700.0,-1.8,Fall,37733,Birds of War,Club,2014,1592.0
4/3 Div 1,1700.0,-1.0,Fall,37963,BUDA Select Lexington U19,Club,2014,1640.0
4/3 Div 1,1700.0,-2.66666666667,Fall,37710,Burning River ,Club,2014,1540.0
4/3 Div 1,1700.0,-1.0,Fall,37716,GrassBurner Harvest,Club,2014,1640.0
4/3 Div 1,1700.0,0.428571428571,Fall,37741,Heartland,Club,2014,1725.71428571
4/3 Div 1,1700.0,-2.33333333333,Fall,37707,"Live Poultry, Fresh Killed (LPFK)",Club,2014,1560.0
4/3 Div 1,1700.0,7.375,Fall,37726,Nutgetters,Club,2014,2142.5
4/3 Div 1,1700.0,-1.0,Fall,37744,Stormageddon IV,Club,2014,1640.0
4/3 Div 1,1700.0,-2.25,Fall,37704,The Animals,Club,2014,1565.0
4/3 Div 1,1700.0,-0.428571428571,Fall,37706,Topless Pillow Fight,Club,2014,1674.28571429
4/3 Div 2,1300.0,-1.33333333333,Fall,37729,A Lil Bit Sticky,Club,2014,1220.0
4/3 Div 2,1300.0,-6.85714285714,Fall,37739,Camberville United,Club,2014,888.571428572
4/3 Div 2,1300.0,0.5,Fall,37722,Disc Envy,Club,2014,1330.0
4/3 Div 2,1300.0,2.0,Fall,37718,downstream,Club,2014,1420.0
4/3 Div 2,1300.0,-0.857142857143,Fall,37725,Furtleboy,Club,2014,1248.57142857
4/3 Div 2,1300.0,1.0,Fall,37747,Hammers in Paris,Club,2014,1360.0
4/3 Div 2,1300.0,1.33333333333,Fall,37714,Lady and the BAMF,Club,2014,1380.0
4/3 Div 2,1300.0,-3.0,Fall,37728,Moose Lightning,Club,2014,1120.0
4/3 Div 2,1300.0,-3.5,Fall,37719,Nerd Alert,Club,2014,1090.0
4/3 Div 2,1300.0,-2.2,Fall,37737,O'Rhinos,Club,2014,1168.0
4/3 Div 2,1300.0,0.2,Fall,37723,Rubs the Duckie,Club,2014,1312.0
4/3 Div 2,1300.0,-0.571428571429,Fall,37749,Sketch,Club,2014,1265.71428571
4/3 Div 2,1300.0,3.2,Fall,37708,Supermona Reloaded,Club,2014,1492.0
4/3 Div 2,1300.0,3.14285714286,Fall,37700,The BUT,Club,2014,1488.57142857
4/3 Div 2,1300.0,1.0,Fall,37715,Toads,Club,2014,1360.0
4/3 Div 2,1300.0,-3.6,Fall,37702,Unicorns Capping Dreams,Club,2014,1084.0
4/3 Div 2,1300.0,7.0,Fall,37740,upstream,Club,2014,1720.0
4/3 Div 3,900.0,1.5,Fall,37745,123 Frisbee,Club,2014,990.0
4/3 Div 3,900.0,4.0,Fall,37698,Fall Dirt,Club,2014,1140.0
4/3 Div 3,900.0,-2.16666666667,Fall,37701,Flaming Croissants,Club,2014,770.0
4/3 Div 3,900.0,-8.2,Fall,37699,It's a Trap,Club,2014,408.0
4/3 Div 3,900.0,0.428571428571,Fall,37721,Moosehead Cowpokes,Club,2014,925.714285714
4/3 Div 3,900.0,1.14285714286,Fall,37731,Spam,Club,2014,968.571428572
4/3 Div 3,900.0,7.0,Fall,37703,Stack to the Future ,Club,2014,1320.0
4/3 Div 3,900.0,-0.666666666667,Fall,37734,The Coasters,Club,2014,860.0
4/3 Div 3,900.0,-5.0,Fall,37705,THEM!,Club,2014,600.0
4/3 Div 3,900.0,0.166666666667,Fall,37709,Tofu Wolf,Club,2014,910.0
4/3 Div 3,900.0,-3.25,Fall,37717,Too Drunk To Fail,Club,2014,705.0
4/3 Div 3,900.0,2.66666666667,Fall,37713,Top Shelf,Club,2014,1060.0
4/3 Div 3,900.0,4.14285714286,Fall,37736,Underwater Monkey Cowboys,Club,2014,1148.57142857
4/3 Div 3,900.0,-3.42857142857,Fall,37724,Zeus Moose Riot,Club,2014,694.285714286
Open Div 1,1300.0,,Fall,37712,Belmont Hill School,Club,2014,
Open Div 1,1300.0,-4.55555555556,Fall,37751,Buttonwood Ducks,Club,2014,1026.66666667
Open Div 1,1300.0,-5.14285714286,Fall,37786,Concrete Jungle,Club,2014,991.428571428
Open Div 1,1300.0,3.0,Fall,37738,Crossroads,Club,2014,1480.0
Open Div 1,1300.0,7.0,Fall,37720,Hammered,Club,2014,1720.0
Open Div 1,1300.0,2.0,Fall,37746,Spirit Fowl,Club,2014,1420.0
Open Div 1,1300.0,2.11111111111,Fall,37752,Trap House,Club,2014,1426.66666667
Open Div 2,1100.0,-6.75,Fall,37735,Lesley Illusion,Club,2014,695.0
JP Mixed (4/3),0.0,1.14285714286,Fall,37807,Seafoam Phone Home (1),Hat,2014,68.5714285716
JP Mixed (4/3),0.0,-3.16666666667,Fall,37808,Flick or Treat (2),Hat,2014,-190.0
JP Mixed (4/3),0.0,-0.666666666667,Fall,37809,Post Game Beer (3),Hat,2014,-40.0
JP Mixed (4/3),0.0,1.28571428571,Fall,37810,The Berlin Beerlift (4),Hat,2014,77.1428571426
JP Mixed (4/3),0.0,-4.83333333333,Fall,37811,Thanksgiving Gray Vee (5),Hat,2014,-290.0
JP Mixed (4/3),0.0,0.833333333333,Fall,37812,Biddler on the Roof  (6),Hat,2014,50.0
JP Mixed (4/3),0.0,5.85714285714,Fall,37813,Call Me Navy (7),Hat,2014,351.428571428
JP Mixed (4/3),0.0,-1.57142857143,Fall,37814,Bad Frisbee Puns (8),Hat,2014,-94.2857142858
JP Mixed (4/3),0.0,-3.14285714286,Fall,37815,5th year wood (9),Hat,2014,-188.571428572
JP Mixed (4/3),0.0,-2.0,Fall,37816,oral traditions (10),Hat,2014,-120.0
JP Mixed (4/3),0.0,5.0,Fall,37817,4ce 20 (11),Hat,2014,300.0
JP Mixed (4/3),0.0,0.2,Fall,37818,Hucktoberfest (12),Hat,2014,12.0
JP Mixed (4/3),0.0,0.8,Fall,37819,Something Blew (13),Hat,2014,48.0
JP Mixed (4/3),0.0,-1.6,Fall,37820,BurgunDy (14),Hat,2014,-96.0
Lexington Mixed (4/3) Weekend,0.0,10.0,Fall,37821,Boston D Party (15),Hat,2014,600.0
Lexington Mixed (4/3) Weekend,0.0,-3.0,Fall,37822,Purple People Eaters (16),Hat,2014,-180.0
Lexington Mixed (4/3) Weekend,0.0,2.0,Fall,37823,Dumpkin Pie (17),Hat,2014,120.0
Lexington Mixed (4/3) Weekend,0.0,-5.0,Fall,37824,Strawberry Huckers (18),Hat,2014,-300.0
Lexington Coed (5/2) Weekend,0.0,1.0,Summer,37514,The Jungle Bookends (13),Hat,2014,60.0
Lexington Coed (5/2) Weekend,0.0,1.14285714286,Summer,37515,Amazone (14),Hat,2014,68.5714285716
Lexington Coed (5/2) Weekend,0.0,-2.28571428571,Summer,37516,Watch out for that D! (15),Hat,2014,-137.142857143
Lexington Coed (5/2) Weekend,0.0,0.142857142857,Summer,37517,D Bola! (16),Hat,2014,8.57142857142
Metro Coed,0.0,-3.5,Summer,37510,Poaching Rhinos (9),Hat,2014,-210.0
Metro Coed,0.0,-1.875,Summer,37511,Yellow Fever (10),Hat,2014,-112.5
Metro Coed,0.0,7.14285714286,Summer,37512,Gangrene (11),Hat,2014,428.571428572
Metro Coed,0.0,-2.0,Summer,37513,Purple Monster (12),Hat,2014,-120.0
Metro Mixed (4/3),0.0,-5.0,Summer,37502,Monkey Bidness (1),Hat,2014,-300.0
Metro Mixed (4/3),0.0,1.85714285714,Summer,37503,Seven on the Vine (2),Hat,2014,111.428571428
Metro Mixed (4/3),0.0,2.66666666667,Summer,37504,Bear NecessiDs (3),Hat,2014,160.0
Metro Mixed (4/3),0.0,3.14285714286,Summer,37505,Oce layouta lots (4),Hat,2014,188.571428572
Metro Mixed (4/3),0.0,-0.285714285714,Summer,37506,This Stack Is Bananas (5),Hat,2014,-17.1428571428
Metro Mixed (4/3),0.0,4.16666666667,Summer,37507,Huck una Matata (6),Hat,2014,250.0
Metro Mixed (4/3),0.0,-7.75,Summer,37509,Purple Poachers (8),Hat,2014,-465.0
4/3 Div 1,1800.0,2.72727272727,Summer,36813,Adios Pantalones,Club,2014,1963.63636364
4/3 Div 1,1800.0,-3.0,Summer,36867,Apocalypse Meow,Club,2014,1620.0
4/3 Div 1,1800.0,-2.75,Summer,36501,BBN,Club,2014,1635.0
4/3 Div 1,1800.0,-0.5,Summer,36868,Earthmother Warworms,Club,2014,1770.0
4/3 Div 1,1800.0,-2.26315789474,Summer,36812,Flowchart,Club,2014,1664.21052632
4/3 Div 1,1800.0,4.6,Summer,36503,GoThrilla,Club,2014,2076.0
4/3 Div 1,1800.0,3.66666666667,Summer,36821,GrassBurner,Club,2014,2020.0
4/3 Div 1,1800.0,2.95238095238,Summer,36838,"Live Poultry, Fresh Killed (LPFK)",Club,2014,1977.14285714
4/3 Div 1,1800.0,-0.1,Summer,36870,Maverick ,Club,2014,1794.0
4/3 Div 1,1800.0,-6.5,Summer,36856,rawr,Club,2014,1410.0
4/3 Div 1,1800.0,2.92307692308,Summer,36505,Swingers,Club,2014,1975.38461538
4/3 Div 1,1800.0,2.75,Summer,36817,Teenage Cavemen,Club,2014,1965.0
4/3 Div 1,1800.0,-2.66666666667,Summer,36742,Tune Squad ,Club,2014,1640.0
4/3 Div 1,1800.0,3.66666666667,Summer,36830,Zerg Rush!,Club,2014,2020.0
4/3 Div 2,1400.0,1.45454545455,Summer,36541,A Lil Bit Sticky,Club,2014,1487.27272727
4/3 Div 2,1400.0,-2.5,Summer,36829,BRON,Club,2014,1250.0
4/3 Div 2,1400.0,-3.75,Summer,36869,Camberville United,Club,2014,1175.0
4/3 Div 2,1400.0,-5.5,Summer,37615,Cupasaurus Lex,Club,2014,1070.0
4/3 Div 2,1400.0,0.157894736842,Summer,36529,Disc Envy,Club,2014,1409.47368421
4/3 Div 2,1400.0,3.0625,Summer,36811,Hammers in Paris,Club,2014,1583.75
4/3 Div 2,1400.0,-1.46153846154,Summer,36891,Hipster Kitties ,Club,2014,1312.30769231
4/3 Div 2,1400.0,-0.789473684211,Summer,36500,JHOP,Club,2014,1352.63157895
4/3 Div 2,1400.0,-0.6,Summer,36506,Lady and the BAMF,Club,2014,1364.0
4/3 Div 2,1400.0,-3.93333333333,Summer,36877,Moose Lightning,Club,2014,1164.0
4/3 Div 2,1400.0,-0.846153846154,Summer,36819,Nerd Alert,Club,2014,1349.23076923
4/3 Div 2,1400.0,4.09090909091,Summer,36518,Puddingstone,Club,2014,1645.45454545
4/3 Div 2,1400.0,0.0,Summer,36823,Rubs the Duckie Summer,Club,2014,1400.0
4/3 Div 2,1400.0,1.33333333333,Summer,36587,Store Bought Dirt,Club,2014,1480.0
4/3 Div 2,1400.0,0.739130434783,Summer,36760,Toads,Club,2014,1444.34782609
4/3 Div 2,1400.0,-4.16666666667,Summer,36543,Tubbs,Club,2014,1150.0
4/3 Div 2,1400.0,1.0,Summer,36743,TurtleBoy,Club,2014,1460.0
4/3 Div 2,1400.0,2.24,Summer,36517,upstream,Club,2014,1534.4
4/3 Div 3,1000.0,-3.36363636364,Summer,36834,123 Frisbee,Club,2014,798.181818182
4/3 Div 3,1000.0,-3.25,Summer,36762,athenaHuck,Club,2014,805.0
4/3 Div 3,1000.0,-2.41666666667,Summer,36523,Baboon Heart,Club,2014,855.0
4/3 Div 3,1000.0,-2.11111111111,Summer,36873,Booosh!,Club,2014,873.333333333
4/3 Div 3,1000.0,4.66666666667,Summer,36809,Fetch,Club,2014,1280.0
4/3 Div 3,1000.0,-11.6666666667,Summer,36758,It's a Trap,Club,2014,299.999999998
4/3 Div 3,1000.0,1.57142857143,Summer,36871,Rabbit Disc,Club,2014,1094.28571429
4/3 Div 3,1000.0,2.72,Summer,36816,Stack to the Future,Club,2014,1163.2
4/3 Div 3,1000.0,-3.0,Summer,36763,Too Drunk to Fail,Club,2014,820.0
4/3 Div 3,1000.0,-1.0,Summer,36810,Top Shelf,Club,2014,940.0
4/3 Div 3,1000.0,2.73333333333,Summer,36879,Underwater monkey cowboys,Club,2014,1164.0
5/2 Div 1,1700.0,-1.4,Summer,36502,Dominion,Club,2014,1616.0
5/2 Div 1,1700.0,6.3,Summer,36835,Fresh 2 Death,Club,2014,2078.0
5/2 Div 1,1700.0,1.41666666667,Summer,36536,Stonecutters,Club,2014,1785.0
5/2 Div 2,1300.0,3.7,Summer,36860,Bacon,Club,2014,1522.0
5/2 Div 2,1300.0,-4.75,Summer,36833,Eat Club,Club,2014,1015.0
5/2 Div 2,1300.0,-1.46153846154,Summer,36540,Get Flat,Club,2014,1212.30769231
5/2 Div 2,1300.0,-0.916666666667,Summer,36865,Green Flash,Club,2014,1245.0
5/2 Div 2,1300.0,0.454545454545,Summer,36878,Hippos,Club,2014,1327.27272727
5/2 Div 2,1300.0,0.5,Summer,36866,Hucky McThrowandcatch,Club,2014,1330.0
5/2 Div 2,1300.0,2.4,Summer,36874,JuJuHex,Club,2014,1444.0
5/2 Div 2,1300.0,-2.73333333333,Summer,36861,O'Rhinos,Club,2014,1136.0
5/2 Div 2,1300.0,2.125,Summer,36820,SHRedline,Club,2014,1427.5
5/2 Div 2,1300.0,2.71428571429,Summer,36535,This Old HAOS,Club,2014,1462.85714286
5/2 Div 2,1300.0,3.4,Summer,36889,WHUF,Club,2014,1504.0
5/2 Div 3,900.0,3.875,Summer,36831,Demons,Club,2014,1132.5
5/2 Div 3,900.0,-0.733333333333,Summer,36542,Flaming Croissants,Club,2014,856.0
5/2 Div 3,900.0,1.15,Summer,36759,Flying Salsa,Club,2014,969.0
5/2 Div 3,900.0,4.53846153846,Summer,37375,Gotta Go Fast,Club,2014,1172.30769231
5/2 Div 3,900.0,3.85714285714,Summer,36832,Granite State Grass Stains,Club,2014,1131.42857143
5/2 Div 3,900.0,-3.07692307692,Summer,36822,Jiggy,Club,2014,715.384615385
5/2 Div 3,900.0,2.07142857143,Summer,36858,Killer Bees,Club,2014,1024.28571429
5/2 Div 3,900.0,-3.5,Summer,36818,M.O.B.,Club,2014,690.0
5/2 Div 3,900.0,-8.25,Summer,36837,Mandy No Beta,Club,2014,405.0
5/2 Div 3,900.0,2.44444444444,Summer,36886,Natick Ultimate,Club,2014,1046.66666667
5/2 Div 3,900.0,-5.41176470588,Summer,36504,SIR!,Club,2014,575.294117647
5/2 Div 3,900.0,0.384615384615,Summer,36522,Spam,Club,2014,923.076923077
5/2 Div 3,900.0,-6.91666666667,Summer,36807,Spawning Alewives,Club,2014,485.0
5/2 Div 3,900.0,-2.16666666667,Summer,36815,The Coasters,Club,2014,770.0
5/2 Div 3,900.0,-3.75,Summer,36586,THEM!,Club,2014,675.0
5/2 Div 3,900.0,0.4,Summer,36857,Tofu Wolf,Club,2014,924.0
Open Div 1,1400.0,3.90909090909,Summer,36507,Crossroads,Club,2014,1634.54545455
Open Div 1,1400.0,-0.25,Summer,36726,Discellaneous,Club,2014,1385.0
Open Div 1,1400.0,-3.21052631579,Summer,36876,Foot Clan,Club,2014,1207.36842105
Open Div 1,1400.0,1.28571428571,Summer,36828,Hammered,Club,2014,1477.14285714
Open Div 1,1400.0,-2.5,Summer,36880,Iron Squids,Club,2014,1250.0
Open Div 1,1400.0,0.833333333333,Summer,36875,Savage Strike,Club,2014,1450.0
Open Div 1,1400.0,3.13333333333,Summer,36761,Stall 9,Club,2014,1588.0
Open Div 1,1400.0,-1.33333333333,Summer,36888,Throwers,Club,2014,1320.0
Open Div 1,1400.0,-0.166666666667,Summer,36872,Wheelchair Smoke Show,Club,2014,1390.0
Open Div 2,1200.0,-3.0,Summer,36890,Brick Squad,Club,2014,1020.0
Open Div 2,1200.0,-7.14285714286,Summer,36528,DISCtinguished Gentlemen,Club,2014,771.428571428
Open Div 2,1200.0,-4.6,Summer,37614,Fat Stacks,Club,2014,924.0
Open Div 2,1200.0,3.33333333333,Summer,36683,Moth Lab,Club,2014,1400.0
Open Div 2,1200.0,-8.4,Summer,36814,The Funky Bunch,Club,2014,696.0
JP Mixed (4/3),0.0,-6.2,Spring,36544,Winter Swill Gang (1),Hat,2014,-372.0
JP Mixed (4/3),0.0,9.33333333333,Spring,36545,Two if by Sea (2),Hat,2014,560.0
JP Mixed (4/3),0.0,-2.85714285714,Spring,36546,Quality Comfort and Price (3),Hat,2014,-171.428571428
JP Mixed (4/3),0.0,1.83333333333,Spring,36547,Callahan Tunnel (4),Hat,2014,110.0
JP Mixed (4/3),0.0,-4.33333333333,Spring,36548,USS Cutstitution (5),Hat,2014,-260.0
JP Mixed (4/3),0.0,3.83333333333,Spring,36549,Make Way for Hucklings (6),Hat,2014,230.0
JP Mixed (4/3),0.0,-4.0,Spring,36550,Donnie Stallberg (7),Hat,2014,-240.0
JP Mixed (4/3),0.0,-4.57142857143,Spring,36551,JP Flicks (8),Hat,2014,-274.285714286
JP Mixed (4/3),0.0,1.33333333333,Spring,36552,Mahky Mahk and the Nu Ds (9),Hat,2014,79.9999999998
JP Mixed (4/3),0.0,-1.16666666667,Spring,36553,Ten Teal Seals in a Touch Tank (10),Hat,2014,-70.0000000002
JP Mixed (4/3),0.0,1.71428571429,Spring,36554,Lobstahbacks (11),Hat,2014,102.857142857
JP Mixed (4/3),0.0,5.5,Spring,36555,Boston Huck Tour (12),Hat,2014,330.0
JP Mixed (4/3),0.0,-2.66666666667,Spring,36556,Good Will Hucking (13),Hat,2014,-160.0
JP Mixed (4/3),0.0,-0.857142857143,Spring,36557,Quincy Mahk It (14),Hat,2014,-51.4285714286
JP Mixed (4/3),0.0,-0.714285714286,Spring,36558,Huck Fah Gain Yahds (15),Hat,2014,-42.8571428572
JP Mixed (4/3),0.0,-1.42857142857,Spring,36559,Flickin' Up to Boston (16),Hat,2014,-85.7142857142
JP Mixed (4/3),0.0,4.14285714286,Spring,36561,faneuil stall (18),Hat,2014,248.571428572
JP Mixed (4/3),0.0,-6.28571428571,Spring,36562,Mark Stallberg on da Orange Line (19),Hat,2014,-377.142857143
JP Mixed (4/3),0.0,-1.33333333333,Spring,36563,The Handblock Tower (20),Hat,2014,-79.9999999998
JP Mixed (4/3),0.0,-1.42857142857,Spring,36564,Huck if by Land Dump if by Sea (21),Hat,2014,-85.7142857142
JP Mixed (4/3),0.0,5.5,Spring,36565,Boston D Party (22),Hat,2014,330.0
JP Mixed (4/3),0.0,5.33333333333,Spring,36566,D the People (23),Hat,2014,320.0
JP Mixed (4/3),0.0,-1.2,Spring,36567,John Handblock (24),Hat,2014,-72.0
Lexington Mixed (4/3) Weekend,0.0,-1.83333333333,Spring,36568,Boonhuck Saints (25),Hat,2014,-110.0
Lexington Mixed (4/3) Weekend,0.0,0.833333333333,Spring,36569,Mark Stallberg (26),Hat,2014,50.0
Lexington Mixed (4/3) Weekend,0.0,4.2,Spring,36570,Framily (27),Hat,2014,252.0
Lexington Mixed (4/3) Weekend,0.0,-2.5,Spring,36571,Boston Passacre (28),Hat,2014,-150.0
Lexington Mixed (4/3) Weekend,0.0,-1.4,Spring,36572,Lean Beans (29),Hat,2014,-84.0
Lexington Mixed (4/3) Weekend,0.0,3.0,Spring,36573,Go Longforthe Bridge! (30),Hat,2014,180.0
Lexington Mixed (4/3) Weekend,0.0,0.5,Spring,36574,Boston Molassacre (31),Hat,2014,30.0
Lexington Mixed (4/3) Weekend,0.0,-2.33333333333,Spring,36575,Sky Revere (32),Hat,2014,-140.0
Danvers Weeknight,0.0,-0.857142857143,Winter,36349,Oscorp Industries (1),Hat,2014,-51.4285714286
Danvers Weeknight,0.0,5.125,Winter,36350,Doctor Blocktopus (2),Hat,2014,307.5
