,divname,divrating,plusminus,season,teamid,teamname,type,year
2260,Waltham Coed,0.0,-5.8,Spring,20667,Huckappotamus (36),Hat,2007
2261,Waltham Coed,0.0,5.0,Spring,20668,The Poachers (37),Hat,2007
2262,Waltham Coed,0.0,3.4,Spring,20669,Hucking Fippos (38),Hat,2007
2263,0.0,0.0,1.28571428571,Winter,20374,Fuggeddaboutit (1),Hat,2007
2264,0.0,0.0,2.0,Winter,20375,Swimming with the Frisbees (2),Hat,2007
2265,0.0,0.0,1.42857142857,Winter,20376,The Assasins (3),Hat,2007
2266,0.0,0.0,4.42857142857,Winter,20377,The Stugots (4),Hat,2007
2267,0.0,0.0,-6.0,Winter,20378,Cement Cleats (5),Hat,2007
2268,0.0,0.0,-5.25,Winter,20379,The Wise Guys (6),Hat,2007
2269,0.0,0.0,6.0,Winter,20380,Don't Forget The Cannolis (7),Hat,2007
2270,0.0,0.0,1.0,Winter,20381,Beez Neez (8),Hat,2007
2271,0.0,0.0,-6.85714285714,Winter,20382,Horse Heads (9),Hat,2007
2272,0.0,0.0,1.5,Winter,20383,Excellent Cadavers (10),Hat,2007
2273,JP Coed,0.0,-0.2,Fall,19834,Hot Pink Implants (11),Hat,2006
2274,JP Coed,0.0,4.33333333333,Fall,19835,Boxcars (12),Hat,2006
2275,JP Coed,0.0,3.16666666667,Fall,19836,Pass and Come (13),Hat,2006
2276,JP Coed,0.0,-4.8,Fall,19837,Lobster Buffet (14),Hat,2006
2277,JP Coed,0.0,-2.16666666667,Fall,19838,Plum Lucky (15),Hat,2006
2278,JP Coed,0.0,0.833333333333,Fall,19839,Ace of Blades (16),Hat,2006
2279,JP Coed,0.0,-1.4,Fall,19840,Sex Workers Union (17),Hat,2006
2280,JP Coed,0.0,-0.714285714286,Fall,19841,Plays Like Craps (18),Hat,2006
2281,JP Mixed (4/3),0.0,-1.16666666667,Fall,19824,BAR BAR BAR (1),Hat,2006
2282,JP Mixed (4/3),0.0,-6.33333333333,Fall,19825,two bit whores (2),Hat,2006
2283,JP Mixed (4/3),0.0,5.4,Fall,19826,3 Drink Minimum (3),Hat,2006
2284,JP Mixed (4/3),0.0,-1.5,Fall,19827,Phat Elvis (4),Hat,2006
2285,JP Mixed (4/3),0.0,4.83333333333,Fall,19828,Five Card Stud (5),Hat,2006
2286,JP Mixed (4/3),0.0,-1.0,Fall,19829,Montecore (6),Hat,2006
2287,JP Mixed (4/3),0.0,-1.0,Fall,19830,Cheap Buffet (7),Hat,2006
2288,JP Mixed (4/3),0.0,-2.14285714286,Fall,19831,Hit Me (8),Hat,2006
2289,JP Mixed (4/3),0.0,0.285714285714,Fall,19832,You Are So Money (9),Hat,2006
2290,JP Mixed (4/3),0.0,4.0,Fall,19833,Cardinal Sin (10),Hat,2006
2291,Lexington Coed (5/2) Weeknight,0.0,2.5,Fall,19842,Blueagio (19),Hat,2006
2292,Lexington Coed (5/2) Weeknight,0.0,-10.4285714286,Fall,19843,Seven Card Zone (20),Hat,2006
2293,Lexington Coed (5/2) Weeknight,0.0,6.71428571429,Fall,19844,Blackjack (21),Hat,2006
2294,Lexington Coed (5/2) Weeknight,0.0,-2.85714285714,Fall,19845,Double Deuce (22),Hat,2006
2295,Lexington Coed (5/2) Weeknight,0.0,4.85714285714,Fall,19846,MandaLayOut Bay (23),Hat,2006
2296,Lexington Coed (5/2) Weeknight,0.0,-0.5,Fall,19847,Winning Hands (24),Hat,2006
2297,Waltham Coed,0.0,1.8,Fall,19848,Gold Diggahz (25),Hat,2006
2298,Waltham Coed,0.0,5.0,Fall,19849,Crapshoot (26),Hat,2006
2299,Waltham Coed,0.0,-5.66666666667,Fall,19850,Fuzzy Dice (27),Hat,2006
2300,Waltham Coed,0.0,-2.0,Fall,19851,Always Bet Red (28),Hat,2006
2301,Waltham Coed,0.0,1.4,Fall,19852,Hard Break Hotel (29),Hat,2006
2302,Waltham Coed,0.0,0.714285714286,Fall,19853,Ocean's 5 slash 2 (30),Hat,2006
2303,4/3 Div 1,1700.0,1.33333333333,Fall,19746,BIG DIG,Club,2006
2304,4/3 Div 1,1700.0,-1.83333333333,Fall,19717,GrassBurner Harvest,Club,2006
2305,4/3 Div 1,1700.0,-0.5,Fall,19807,Pork Chop,Club,2006
2306,4/3 Div 1,1700.0,-1.0,Fall,19743,Zippy,Club,2006
2307,4/3 Div 2,1300.0,-7.75,Fall,19811,CryBaby,Club,2006
2308,4/3 Div 2,1300.0,1.42857142857,Fall,19722,Lobster,Club,2006
2309,4/3 Div 2,1300.0,-5.83333333333,Fall,19779,Question Mark,Club,2006
2310,4/3 Div 2,1300.0,4.66666666667,Fall,19725,Store Bought Dirt,Club,2006
2311,4/3 Div 2,1300.0,-1.4,Fall,19759,That Team,Club,2006
2312,4/3 Div 2,1300.0,2.83333333333,Fall,19737,The Animals,Club,2006
2313,4/3 Div 2,1300.0,4.5,Fall,19745,This Is Just A Tribute,Club,2006
2314,4/3 Div 2,1300.0,3.33333333333,Fall,19764,Topless Pillow Fight,Club,2006
2315,4/3 Div 3,900.0,-0.5,Fall,19768,Heavy Dew,Club,2006
2316,4/3 Div 3,900.0,1.85714285714,Fall,19756,Lovestack,Club,2006
2317,4/3 Div 3,900.0,-1.57142857143,Fall,19708,Swirling Monkey,Club,2006
2318,4/3 Div 3,900.0,4.14285714286,Fall,19810,T.B.D.,Club,2006
2319,4/3 Div 3,900.0,-11.5,Fall,19684,The Deciders,Club,2006
2320,4/3 Div 3,900.0,3.83333333333,Fall,19727,Toads,Club,2006
2321,0.0,0.0,-8.25,Fall,19691,athenaHuck,Club,2006
2322,0.0,0.0,-0.8,Fall,19801,ComfortZone,Club,2006
2323,0.0,0.0,10.6666666667,Fall,19775,Downed Pipers,Club,2006
2324,0.0,0.0,0.428571428571,Fall,19685,Fighting Hobos,Club,2006
2325,0.0,0.0,-9.25,Fall,19723,Flying Franks,Club,2006
2326,0.0,0.0,-7.25,Fall,19805,Jiggy with Mr. Biggy,Club,2006
2327,0.0,0.0,5.33333333333,Fall,19719,SquidFace,Club,2006
2328,0.0,0.0,0.666666666667,Fall,19724,WiPPs All-Stars,Club,2006
2329,4/3 Div 1,1800.0,4.0,Summer,18138,Elephantitus,Club,2006
2330,4/3 Div 1,1800.0,5.25,Summer,18076,Gratuitous,Club,2006
2331,4/3 Div 1,1800.0,-4.36363636364,Summer,18144,JP House of Frisbee,Club,2006
2332,4/3 Div 1,1800.0,0.0,Summer,17998,Mr. Sparkle,Club,2006
2333,4/3 Div 1,1800.0,3.73333333333,Summer,17829,Ozone Pilots,Club,2006
2334,4/3 Div 1,1800.0,-3.46666666667,Summer,18376,Polaroid,Club,2006
2335,4/3 Div 1,1800.0,4.46153846154,Summer,18188,Reservoir Penguins,Club,2006
2336,4/3 Div 1,1800.0,1.77777777778,Summer,18297,"Swill, Mill, Grill",Club,2006
2337,4/3 Div 1,1800.0,2.4375,Summer,17830,Swingers,Club,2006
2338,4/3 Div 2,1400.0,1.16666666667,Summer,18081,Eastern Mass Youth Ultimate (EMU),Club,2006
2339,4/3 Div 2,1400.0,3.23076923077,Summer,17827,Fetch,Club,2006
2340,4/3 Div 2,1400.0,-1.0,Summer,18179,Flank 2,Club,2006
2341,4/3 Div 2,1400.0,0.181818181818,Summer,18206,FNG,Club,2006
2342,4/3 Div 2,1400.0,3.10526315789,Summer,18094,GrassBurner,Club,2006
2343,4/3 Div 2,1400.0,-3.7,Summer,18096,Huck Norris,Club,2006
2344,4/3 Div 2,1400.0,-5.9,Summer,18377,Skunks,Club,2006
2345,4/3 Div 2,1400.0,1.2,Summer,17809,Store Bought Dirt,Club,2006
2346,4/3 Div 2,1400.0,-0.6875,Summer,18224,Suckwagon,Club,2006
2347,4/3 Div 2,1400.0,-7.07692307692,Summer,18275,X-Mojo,Club,2006
2348,4/3 Div 3,1000.0,-3.8,Summer,18080,Ants,Club,2006
2349,4/3 Div 3,1000.0,-4.54545454545,Summer,18143,Budapets,Club,2006
2350,4/3 Div 3,1000.0,-3.64285714286,Summer,17833,Huckules,Club,2006
2351,4/3 Div 3,1000.0,-0.705882352941,Summer,18202,Lovestack,Club,2006
2352,5/2 Div 1,1700.0,3.41666666667,Summer,18120,BBN,Club,2006
2353,5/2 Div 1,1700.0,4.71428571429,Summer,18126,Captain Lemoneer and The Whales,Club,2006
2354,5/2 Div 1,1700.0,1.08333333333,Summer,18207,DeadSpin,Club,2006
2355,5/2 Div 1,1700.0,5.625,Summer,18364,DHOC,Club,2006
2356,5/2 Div 1,1700.0,-0.933333333333,Summer,18181,Hucky McThrowAndCatch,Club,2006
2357,5/2 Div 1,1700.0,4.93333333333,Summer,18147,Stonecutters,Club,2006
2358,5/2 Div 1,1700.0,2.5,Summer,17991,Super Mario Kart Playtesters,Club,2006
2359,5/2 Div 1,1700.0,-0.777777777778,Summer,18149,Teenage Cavemen,Club,2006
2360,5/2 Div 1,1700.0,-3.0,Summer,18267,WHUF Shipwreck,Club,2006
2361,5/2 Div 2,1300.0,1.11111111111,Summer,18222,Black and Blue,Club,2006
2362,5/2 Div 2,1300.0,-1.85,Summer,18199,Castaways,Club,2006
2363,5/2 Div 2,1300.0,0.133333333333,Summer,18123,Demons,Club,2006
2364,5/2 Div 2,1300.0,-1.11764705882,Summer,18031,DraGons,Club,2006
2365,5/2 Div 2,1300.0,-1.79166666667,Summer,18082,Force Huck,Club,2006
2366,5/2 Div 2,1300.0,3.2,Summer,17994,Get Flat Ultimate,Club,2006
2367,5/2 Div 2,1300.0,2.71428571429,Summer,18139,ho-plus,Club,2006
2368,5/2 Div 2,1300.0,-0.3,Summer,18022,Nipmuc Alumni,Club,2006
2369,5/2 Div 2,1300.0,-5.64285714286,Summer,18142,Skoosh,Club,2006
2370,5/2 Div 2,1300.0,0.0,Summer,17803,Spam,Club,2006
2371,5/2 Div 2,1300.0,1.9,Summer,18121,Squishy Disc,Club,2006
2372,5/2 Div 2,1300.0,1.16666666667,Summer,18107,Tubbs,Club,2006
2373,5/2 Div 3,900.0,1.94117647059,Summer,17834,Baboon Heart,Club,2006
2374,5/2 Div 3,900.0,-2.0,Summer,18346,Flying Salsa,Club,2006
2375,5/2 Div 3,900.0,2.06666666667,Summer,17828,Granite State Grass Stains,Club,2006
2376,5/2 Div 3,900.0,2.0,Summer,18087,Heavy Dew,Club,2006
2377,5/2 Div 3,900.0,-3.13333333333,Summer,18194,Huckin Phillies!,Club,2006
2378,5/2 Div 3,900.0,4.38888888889,Summer,18036,Hustle and Flow,Club,2006
2379,5/2 Div 3,900.0,1.7619047619,Summer,17826,Killer Bees,Club,2006
2380,5/2 Div 3,900.0,-7.1,Summer,18153,Lay Out Boy,Club,2006
2381,5/2 Div 3,900.0,1.4375,Summer,18105,MOB,Club,2006
2382,5/2 Div 3,900.0,-4.88235294118,Summer,18165,Porkbellies,Club,2006
2383,5/2 Div 3,900.0,-2.55555555556,Summer,18414,Rabbit Disk,Club,2006
2384,5/2 Div 3,900.0,1.41176470588,Summer,18137,T.B.D.,Club,2006
2385,5/2 Div 3,900.0,2.94444444444,Summer,17825,Toads,Club,2006
2386,5/2 Div 3,900.0,-5.77777777778,Summer,18360,Ultimate Showdown,Club,2006
2387,5/2 Div 3,900.0,5.83333333333,Summer,18019,Wey-Hi,Club,2006
2388,5/2 Div 4,800.0,-11.125,Summer,18108,athenaHuck,Club,2006
2389,5/2 Div 4,800.0,-0.6,Summer,18212,Hungry Hippos,Club,2006
2390,5/2 Div 4,800.0,-1.0,Summer,18114,JuJu Hex,Club,2006
2391,5/2 Div 4,800.0,-7.66666666667,Summer,17817,Sofa King,Club,2006
2392,5/2 Div 4,800.0,-2.30769230769,Summer,17832,Spawning Alewives,Club,2006
2393,5/2 Div 4,800.0,-8.85714285714,Summer,18173,trobrianders,Club,2006
2394,0.0,0.0,0.0,Summer,17996,Cinco De Sky-O,Club,2006
2395,0.0,0.0,0.75,Summer,18328,cranberries,Club,2006
2396,0.0,0.0,-0.117647058824,Summer,17837,Crossroads,Club,2006
2397,0.0,0.0,0.0769230769231,Summer,18368,Dogfish Head,Club,2006
2398,0.0,0.0,5.9,Summer,17824,Drunken Clams,Club,2006
2399,0.0,0.0,1.26315789474,Summer,18152,Fighting Hobos,Club,2006
2400,0.0,0.0,-1.0,Summer,18058,Funnel Cake,Club,2006
2401,0.0,0.0,-5.90909090909,Summer,18141,Jiggy wiv Mr. Biggy,Club,2006
2402,0.0,0.0,,Summer,18111,Masco Jayhawks,Club,2006
2403,0.0,0.0,2.0,Summer,18453,MIT Ultimate,Club,2006
2404,0.0,0.0,-4.14285714286,Summer,18191,Positive Spin,Club,2006
2405,0.0,0.0,3.0,Summer,18093,PuppyKiss,Club,2006
2406,0.0,0.0,7.16666666667,Summer,17840,stabmoW,Club,2006
2407,0.0,0.0,4.58823529412,Summer,18034,There Is No Spoon (TINS),Club,2006
2408,0.0,0.0,-5.7,Summer,19152,Topanga,Club,2006
2409,0.0,0.0,1.3,Summer,18282,Tufts E-men,Club,2006
2410,0.0,0.0,-8.5,Summer,19071,Warriors,Club,2006
2411,0.0,0.0,-2.34615384615,Summer,17810,WiPPs,Club,2006
2412,Metro Mixed (4/3),0.0,-1.3,Summer,19218,Australopithecus robustus (1),Hat,2006
2413,Metro Mixed (4/3),0.0,5.7,Summer,19219,Red Moustached Fruit Doves (2),Hat,2006
2414,Metro Mixed (4/3),0.0,-1.2,Summer,19220,Throwa Moa (3),Hat,2006
2415,Metro Mixed (4/3),0.0,1.14285714286,Summer,19221,Giant Ground Sloths (4),Hat,2006
2416,Metro Mixed (4/3),0.0,-2.0,Summer,19222,Sabreteeth (5),Hat,2006
2417,Metro Mixed (4/3),0.0,-3.33333333333,Summer,19223,Dodos Can't Huck (6),Hat,2006
2418,Metro Mixed (4/3),0.0,2.0,Summer,19224,Tar Pit Divers (7),Hat,2006
2419,Metro Mixed (4/3),0.0,3.22222222222,Summer,19225,Stuffahuckadisc (8),Hat,2006
2420,Metro Mixed (4/3),0.0,-2.875,Summer,19226,Purgatorius (9),Hat,2006
2421,Metro Mixed (4/3),0.0,1.11111111111,Summer,19227,Likin' the Lichen (10),Hat,2006
2422,Metro Mixed (4/3),0.0,-3.44444444444,Summer,19228,Snufflupadisc (11),Hat,2006
2423,Metro Mixed (4/3),0.0,2.14285714286,Summer,19229,Four Tre (12),Hat,2006
2424,Metro Mixed (4/3),0.0,3.88888888889,Summer,19230,Syrian Wild Asses (13),Hat,2006
2425,Metro Mixed (4/3),0.0,1.75,Summer,19231,Hot Ash (14),Hat,2006
2426,Metro Mixed (4/3),0.0,0.222222222222,Summer,19232,Quagga (15),Hat,2006
2427,Metro Mixed (4/3),0.0,-7.625,Summer,19233,Great Auks (16),Hat,2006
2428,Metro Open,0.0,-2.33333333333,Summer,19242,Lava Mouse (17),Hat,2006
2429,Metro Open,0.0,-6.2,Summer,19243,Discosaurs (18),Hat,2006
2430,Metro Open,0.0,3.14285714286,Summer,19234,ScooberTooth Tigers (19),Hat,2006
2431,Metro Open,0.0,-3.5,Summer,19235,Unopposable Thumbs (20),Hat,2006
2432,Metro Open,0.0,5.77777777778,Summer,19236,Dodos (21),Hat,2006
2433,Newton Coed,0.0,-6.4,Summer,19238,Lead Pencil (23),Hat,2006
2434,Newton Coed,0.0,-5.83333333333,Summer,19239,Missing Lynx (24),Hat,2006
2435,Newton Coed,0.0,9.16666666667,Summer,19240,Tacoma Pocket Gophers (25),Hat,2006
2436,Newton Coed,0.0,2.4,Summer,19241,Glacier (26),Hat,2006
2437,JP Coed,0.0,3.5,Spring,17857,Drunken Booty Huckers (15),Hat,2006
2438,JP Coed,0.0,-3.2,Spring,17858,YARRANGE (16),Hat,2006
2439,JP Coed,0.0,3.4,Spring,17859,Peter Tan and the Lost Boys (17),Hat,2006
2440,JP Coed,0.0,2.66666666667,Spring,17860,Huck and Rum (18),Hat,2006
2441,JP Coed,0.0,1.66666666667,Spring,17861,One Eyed Willy (19),Hat,2006
2442,JP Coed,0.0,-9.0,Spring,17862,Rated Arrrr (20),Hat,2006
2443,JP Coed,0.0,-6.16666666667,Spring,17863,Blackbeard's Delight (21),Hat,2006
2444,JP Coed,0.0,3.4,Spring,17864,Yo Ho Ho! (22),Hat,2006
2445,JP Coed,0.0,1.0,Spring,17865,The Flying Huckaneers (23),Hat,2006
2446,JP Coed,0.0,1.83333333333,Spring,17866,The Goonies (24),Hat,2006
2447,JP Mixed (4/3),0.0,5.0,Spring,17843,Captain Headwound (1),Hat,2006
2448,JP Mixed (4/3),0.0,0.6,Spring,17844,Red Hot Booty (2),Hat,2006
2449,JP Mixed (4/3),0.0,-5.0,Spring,17845,Captain Huck (3),Hat,2006
2450,JP Mixed (4/3),0.0,-1.8,Spring,17846,Huck N' Beers (4),Hat,2006
2451,JP Mixed (4/3),0.0,-4.0,Spring,17847,Cure Fer Scurrrvey (5),Hat,2006
2452,JP Mixed (4/3),0.0,-3.5,Spring,17848,Blimey Limey (6),Hat,2006
2453,JP Mixed (4/3),0.0,4.33333333333,Spring,17849,Parleyout (7),Hat,2006
2454,JP Mixed (4/3),0.0,3.5,Spring,17850,Scurrrrrvy (8),Hat,2006
2455,JP Mixed (4/3),0.0,2.33333333333,Spring,17851,Red Pirate Roberts (9),Hat,2006
2456,JP Mixed (4/3),0.0,5.66666666667,Spring,17852,Golddiggaz (10),Hat,2006
2457,JP Mixed (4/3),0.0,-1.83333333333,Spring,17853,P B Rrrrrrrr (11),Hat,2006
2458,JP Mixed (4/3),0.0,-3.16666666667,Spring,17854,UltiMATEES (12),Hat,2006
2459,JP Mixed (4/3),0.0,-2.33333333333,Spring,17855,YARRRANGE Scurrrvey Floggers (13),Hat,2006
2460,JP Mixed (4/3),0.0,0.0,Spring,17856,Booty Call (14),Hat,2006
2461,Waltham Coed,0.0,0.25,Spring,17867,Scurvy Dogs (25),Hat,2006
2462,Waltham Coed,0.0,6.2,Spring,17868,Scallywags (26),Hat,2006
2463,Waltham Coed,0.0,-4.4,Spring,17869,Nice Booty (27),Hat,2006
2464,Waltham Coed,0.0,1.75,Spring,17870,Yellow Bellied Booty Shaker (28),Hat,2006
2465,Waltham Coed,0.0,-1.6,Spring,17871,Grog (29),Hat,2006
2466,Waltham Coed,0.0,5.2,Spring,17872,Arrr Kelly (30),Hat,2006
2467,Waltham Coed,0.0,-6.5,Spring,17873,Justifiable Mutiny (31),Hat,2006
2468,Waltham Coed,0.0,-2.0,Spring,17874,Polly Want a Layout (32),Hat,2006
2469,Waltham Coed,0.0,2.4,Spring,17875,Capt Morgan and the Vampirates (33),Hat,2006
2470,Waltham Coed,0.0,-6.0,Spring,17876,Huck the Plank (34),Hat,2006
2471,Waltham Coed,0.0,5.0,Spring,17877,Here be Monsters (35),Hat,2006
2472,Waltham Coed,0.0,-1.5,Spring,17878,Gibbet and Go! (36),Hat,2006
2473,0.0,0.0,-2.57142857143,Winter,17618,2nd Half Collapse (1),Hat,2006
2474,0.0,0.0,2.6,Winter,17619,Fair Game (2),Hat,2006
2475,0.0,0.0,2.0,Winter,17621,Huck Season (4),Hat,2006
2476,0.0,0.0,5.57142857143,Winter,17622,A beer with lunch (5),Hat,2006
2477,0.0,0.0,-6.14285714286,Winter,17623,Huckin Foudini (6),Hat,2006
2478,0.0,0.0,-3.16666666667,Winter,17624,Aaron Burr (7),Hat,2006
2479,0.0,0.0,-2.16666666667,Winter,17625,Yellow Snow (8),Hat,2006
2480,0.0,0.0,8.71428571429,Winter,17626,Eleven Healthy Ribs (9),Hat,2006
2481,0.0,0.0,1.5,Winter,17627,Dick Cheney and the Misfires (10),Hat,2006
2482,4/3 Div 1,1700.0,6.75,Fall,17069,BIG DIG,Club,2005
2483,4/3 Div 1,1700.0,-0.142857142857,Fall,17117,Cry Baby,Club,2005
2484,4/3 Div 1,1700.0,-0.5,Fall,17197,GrassBurner Harvest,Club,2005
2485,4/3 Div 1,1700.0,7.0,Fall,17284,Zippy the DiscHead,Club,2005
2486,4/3 Div 2,1300.0,-3.4,Fall,17175,Lobster,Club,2005
2487,4/3 Div 2,1300.0,0.0,Fall,17054,Mr T's House of Pity,Club,2005
2488,4/3 Div 2,1300.0,-4.0,Fall,17062,SquidFace,Club,2005
2489,4/3 Div 2,1300.0,2.0,Fall,17077,Store Bought Dirt,Club,2005
2490,4/3 Div 2,1300.0,1.8,Fall,17315,TBD,Club,2005
2491,4/3 Div 2,1300.0,-8.5,Fall,17053,Them Apples,Club,2005
2492,4/3 Div 3,900.0,-5.16666666667,Fall,17200,Discount Chumley,Club,2005
2493,4/3 Div 3,900.0,-9.0,Fall,17073,Ground Chuck,Club,2005
2494,4/3 Div 3,900.0,3.8,Fall,17059,Heavy Dew,Club,2005
2495,4/3 Div 3,900.0,3.66666666667,Fall,17063,Huckules,Club,2005
2496,4/3 Div 3,900.0,2.4,Fall,17064,Love Stack,Club,2005
2497,4/3 Div 3,900.0,3.6,Fall,17066,Wey-Hi,Club,2005
2498,Open Div 1,1300.0,-2.33333333333,Fall,17205,Comfort Zone,Club,2005
2499,Open Div 1,1300.0,3.14285714286,Fall,17116,CrossMoe,Club,2005
2500,Open Div 1,1300.0,-9.5,Fall,17112,Fenway United,Club,2005
2501,Open Div 1,1300.0,4.5,Fall,17202,Red Snapper,Club,2005
2502,Open Div 1,1300.0,-1.6,Fall,17283,Spoonheads,Club,2005
2503,Open Div 1,1300.0,1.83333333333,Fall,17051,WiPPs All-Stars,Club,2005
2504,JP Coed,0.0,5.57142857143,Fall,17129,Slippery When Moose (11),Hat,2005
2505,JP Coed,0.0,-4.57142857143,Fall,17130,Huck and Run (12),Hat,2005
2506,JP Coed,0.0,-4.28571428571,Fall,17131,Steal (13),Hat,2005
2507,JP Coed,0.0,3.14285714286,Fall,17132,Dirty White Lies (14),Hat,2005
2508,JP Coed,0.0,-1.0,Fall,17133,Leadfoot Banana (15),Hat,2005
2509,JP Coed,0.0,1.14285714286,Fall,17134,Public Urination (16),Hat,2005
2510,JP Mixed (4/3),0.0,2.42857142857,Fall,17119,Walk the Yellow Line (1),Hat,2005
2511,JP Mixed (4/3),0.0,4.85714285714,Fall,17120,Disc Under Influence (2),Hat,2005
2512,JP Mixed (4/3),0.0,-1.14285714286,Fall,17121,Breaking and Centering (3),Hat,2005
2513,JP Mixed (4/3),0.0,1.0,Fall,17122,No Truck Zone (4),Hat,2005
2514,JP Mixed (4/3),0.0,-4.0,Fall,17124,106 Miles to Chicago (6),Hat,2005
2515,JP Mixed (4/3),0.0,-1.71428571429,Fall,17125,Flick it or ticket!!! (7),Hat,2005
2516,JP Mixed (4/3),0.0,-1.71428571429,Fall,17126,EZ Pass (8),Hat,2005
2517,JP Mixed (4/3),0.0,1.14285714286,Fall,17127,Improper Passing (9),Hat,2005
2518,JP Mixed (4/3),0.0,-4.0,Fall,17128,No Turn on Green (10),Hat,2005
2519,Lexington Coed (5/2) Weeknight,0.0,-9.5,Fall,17141,Comic Strips (23),Hat,2005
2520,Lexington Coed (5/2) Weeknight,0.0,-0.142857142857,Fall,17142,Slow Children (24),Hat,2005
2521,Lexington Coed (5/2) Weeknight,0.0,4.83333333333,Fall,17143,Diving Under the Influence (25),Hat,2005
2522,Lexington Coed (5/2) Weeknight,0.0,3.16666666667,Fall,17144,Pull The Huck Over! (26),Hat,2005
2523,Lexington Coed (5/2) Weeknight,0.0,1.42857142857,Fall,17145,No turn on red (27),Hat,2005
2524,Lexington Coed (5/2) Weeknight,0.0,0.0,Fall,17146,Comic Strips 2 (28),Hat,2005
2525,Waltham Coed,0.0,-5.16666666667,Fall,17135,Posession With Intent PWI (17),Hat,2005
2526,Waltham Coed,0.0,2.83333333333,Fall,17136,DiscWI (18),Hat,2005
2527,Waltham Coed,0.0,3.83333333333,Fall,17137,You've Been Pink'd (19),Hat,2005
2528,Waltham Coed,0.0,-0.666666666667,Fall,17138,Red Light Green Light (20),Hat,2005
2529,Waltham Coed,0.0,5.33333333333,Fall,17139,Reckless Diving (21),Hat,2005
2530,Waltham Coed,0.0,-6.16666666667,Fall,17140,Check Feet (22),Hat,2005
2531,4/3 Div 1,1800.0,0.333333333333,Summer,14039,Bad-Egg,Club,2005
2532,4/3 Div 1,1800.0,-0.941176470588,Summer,14061,Blend,Club,2005
2533,4/3 Div 1,1800.0,-6.84615384615,Summer,14349,Davis Square Confederates,Club,2005
2534,4/3 Div 1,1800.0,-4.09523809524,Summer,13931,Force Huck,Club,2005
2535,4/3 Div 1,1800.0,2.82352941176,Summer,14015,JP House of Frisbee,Club,2005
2536,4/3 Div 1,1800.0,2.2,Summer,13933,Mr. Sparkle,Club,2005
2537,4/3 Div 1,1800.0,1.52631578947,Summer,13899,Ozone Pilots,Club,2005
2538,4/3 Div 1,1800.0,4.61111111111,Summer,14064,Polaroid,Club,2005
2539,4/3 Div 1,1800.0,3.3,Summer,13946,Reservoir Penguins,Club,2005
2540,4/3 Div 1,1800.0,1.14285714286,Summer,14045,"Swill, Mill, Grill",Club,2005
2541,4/3 Div 1,1800.0,3.5,Summer,13932,Swingers,Club,2005
2542,4/3 Div 2,1400.0,2.21428571429,Summer,15856,BBN,Club,2005
2543,4/3 Div 2,1400.0,-9.66666666667,Summer,14049,Civil Disc Obedience,Club,2005
2544,4/3 Div 2,1400.0,-0.625,Summer,14176,Eastern Mass Youth Ultimate (EMU),Club,2005
2545,4/3 Div 2,1400.0,2.7,Summer,13922,GrassBurner,Club,2005
2546,4/3 Div 2,1400.0,-2.05882352941,Summer,13976,Rabbit Disc,Club,2005
2547,4/3 Div 2,1400.0,-0.722222222222,Summer,13764,Store Bought Dirt,Club,2005
2548,4/3 Div 2,1400.0,-6.0,Summer,15865,Trashee,Club,2005
2549,4/3 Div 2,1400.0,1.78571428571,Summer,14032,Tubbs,Club,2005
2550,4/3 Div 2,1400.0,-1.27272727273,Summer,13951,UCS Dartmouth,Club,2005
2551,4/3 Div 3,1000.0,-2.72727272727,Summer,13770,Ants,Club,2005
2552,4/3 Div 3,1000.0,-1.28571428571,Summer,14036,Chumley,Club,2005
2553,4/3 Div 3,1000.0,-3.125,Summer,13891,Love Stack,Club,2005
2554,4/3 Div 3,1000.0,4.125,Summer,13991,X-Mojo,Club,2005
2555,5/2 Div 1,1700.0,2.90909090909,Summer,13918,Black and Blue,Club,2005
2556,5/2 Div 1,1700.0,7.58823529412,Summer,14050,cHOcolate,Club,2005
2557,5/2 Div 1,1700.0,0.705882352941,Summer,14033,DeadSpin,Club,2005
2558,5/2 Div 1,1700.0,1.0,Summer,14043,Elephantitus,Club,2005
2559,5/2 Div 1,1700.0,-1.22222222222,Summer,13924,Flying Squirrels,Club,2005
2560,5/2 Div 1,1700.0,-1.8125,Summer,13925,ho-plus,Club,2005
2561,5/2 Div 1,1700.0,0.952380952381,Summer,13956,Hucky McThrowandcatch,Club,2005
2562,5/2 Div 1,1700.0,4.54545454545,Summer,14002,Stonecutters,Club,2005
2563,5/2 Div 2,1300.0,2.36842105263,Summer,14042,Castaways,Club,2005
2564,5/2 Div 2,1300.0,1.625,Summer,14301,Demons,Club,2005
2565,5/2 Div 2,1300.0,1.41666666667,Summer,13768,DraGons,Club,2005
2566,5/2 Div 2,1300.0,-1.38461538462,Summer,13771,Flying Salsa,Club,2005
2567,5/2 Div 2,1300.0,-0.142857142857,Summer,13940,Get Flat Ultimate,Club,2005
2568,5/2 Div 2,1300.0,-1.91666666667,Summer,14099,Huckaneers,Club,2005
2569,5/2 Div 2,1300.0,4.2,Summer,14109,Nipmuc Alumni,Club,2005
2570,5/2 Div 2,1300.0,0.846153846154,Summer,13995,Plan 9,Club,2005
2571,5/2 Div 2,1300.0,-2.81818181818,Summer,13885,Skoosh,Club,2005
2572,5/2 Div 2,1300.0,0.52380952381,Summer,13755,Spam,Club,2005
